Unidade de Lotação,Processo SEI,Tipo de Processo,Usuários,Atividades,Tipo de Ação,Pontuação,Data Entrega
GR01FI3,53504.131529/2019-88,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,24/12/2020
GR01FI3,53504.131540/2019-27,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Pellegrini Federico,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",30/11/2020
GR01FI3,53504.131540/2019-27,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Pellegrini Federico,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",30/11/2020
GR01FI3,53504.131540/2019-27,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Marco Rossi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,21/12/2020
GR01FI3,53504.131540/2019-27,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Marco Rossi,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,21/12/2020
GR01FI3,53504.131544/2019-59,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Pellegrini Federico,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",30/11/2020
GR01FI3,53504.131544/2019-59,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Pellegrini Federico,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",30/11/2020
GR01FI3,53504.131544/2019-59,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Marco Rossi,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,21/12/2020
GR01FI3,53504.131544/2019-59,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Marco Rossi,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,21/12/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,OSCAR RILEY,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",06/11/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,Marco Rossi,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,0,18/11/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,Marco Rossi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,0,18/11/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,JACOB CARTER,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",20/11/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,JACOB CARTER,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",20/11/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,Marco Rossi,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,18/11/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,Marco Rossi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,0,18/11/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,Elisabetta Orlando,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,23/11/2020
GR01FI3,53504.131548/2019-38,Fiscalização: Uso do Espectro,Elisabetta Orlando,TEC_04_1 - Preparar ações específicas ou centralizada,Revisão,0,23/11/2020
GR01FI3,53504.131557/2019-21,PADO: Irregularidade Técnica,Elisabetta Orlando,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,04/12/2020
GR01FI3,53504.131557/2019-21,PADO: Irregularidade Técnica,Elisabetta Orlando,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,04/12/2020
GR01FI3,53504.131557/2019-21,PADO: Irregularidade Técnica,Elisabetta Orlando,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,04/12/2020
GR01FI3,53504.131557/2019-21,PADO: Irregularidade Técnica,Elisabetta Orlando,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,04/12/2020
GR01FI3,53504.131557/2019-21,PADO: Irregularidade Técnica,Enzo Damico,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",04/12/2020
GR01FI3,53504.131557/2019-21,PADO: Irregularidade Técnica,Enzo Damico,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",04/12/2020
GR01FI3,53504.131557/2019-21,PADO: Irregularidade Técnica,Enzo Damico,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,04/12/2020
GR01FI3,53504.131557/2019-21,PADO: Irregularidade Técnica,Enzo Damico,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",04/12/2020
GR01FI3,53504.131565/2019-22,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Marco Rossi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,12/01/2021
GR01FI3,53504.131565/2019-22,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Marco Rossi,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,12/01/2021
GR01FI3,53504.131565/2019-22,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Marco Rossi,TEC_25_1 - Encaminhar e instruir PFIS,Revisão,0,12/01/2021
GR01FI3,53504.131565/2019-22,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",12/01/2021
GR01FI3,53504.131565/2019-22,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",12/01/2021
GR01FI3,53504.131565/2019-22,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",12/01/2021
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Elisabetta Orlando,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,30/11/2020
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Elisabetta Orlando,TEC_04_1 - Preparar ações específicas ou centralizada,Revisão,0,30/11/2020
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Elisabetta Orlando,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,30/11/2020
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Elisabetta Orlando,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,30/11/2020
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Enzo Damico,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",30/11/2020
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Enzo Damico,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",30/11/2020
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Enzo Damico,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,30/11/2020
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Enzo Damico,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",30/11/2020
GR01FI3,53504.131571/2019-74,PADO: Irregularidade Técnica,Marco Rossi,TEC_23_1 - Controlar qualidade dos PFIS <20pgs,Análise,12,21/12/2020
GR01FI3,53504.131580/2019-09,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",25/11/2020
GR01FI3,53504.131580/2019-09,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",25/11/2020
GR01FI3,53504.131580/2019-09,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,25/11/2020
GR01FI3,53504.131580/2019-09,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",25/11/2020
GR01FI3,53504.131580/2019-09,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,25/11/2020
GR01FI3,53504.131580/2019-09,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_04_1 - Preparar ações específicas ou centralizada,Revisão,0,25/11/2020
GR01FI3,53504.131580/2019-09,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,25/11/2020
GR01FI3,53504.131580/2019-09,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,25/11/2020
GR01FI3,53504.131588/2019-48,Fiscalização: Uso do Espectro,Elisabetta Orlando,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,30/12/2020
GR01FI3,53504.131588/2019-48,Fiscalização: Uso do Espectro,JACOB CARTER,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",04/12/2020
GR01FI3,53504.131588/2019-48,Fiscalização: Uso do Espectro,De Angelis Barbara,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",30/12/2020
GR01FI3,53504.131591/2019-06,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,03/12/2020
GR01FI3,53504.131591/2019-06,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,03/12/2020
GR01FI3,53504.131591/2019-06,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_01_1_20%-PARCIAL Ana. e obter inf. pont./parc.,Revisão,0,03/12/2020
GR01FI3,53504.131591/2019-06,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",03/12/2020
GR01FI3,53504.131591/2019-06,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",03/12/2020
GR01FI3,53504.131591/2019-06,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_01_1_20%-PARCIAL Ana. e obter inf. pont./parc.,Análise,"0,5",03/12/2020
GR01FI3,53504.131597/2019-72,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_14_3 - Elaborar Relatório e instruir processo prioridade,Análise,13,24/11/2020
GR01FI3,53504.131597/2019-72,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",24/11/2020
GR01FI3,53504.131597/2019-72,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",24/11/2020
GR01FI3,53504.131597/2019-72,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Enzo Damico,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,24/11/2020
GR01FI3,53504.131597/2019-72,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_14_3 - Elaborar Relatório e instruir processo prioridade,Revisão,"1,5",24/11/2020
GR01FI3,53504.131597/2019-72,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,24/11/2020
GR01FI3,53504.131597/2019-72,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_04_1 - Preparar ações específicas ou centralizada,Revisão,0,24/11/2020
GR01FI3,53504.131597/2019-72,Fiscalização: Uso do Espectro e Órbita e Recursos de Numeração,Elisabetta Orlando,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,24/11/2020
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,ARLO CHARLES,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",09/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,ARLO CHARLES,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",09/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,Elisabetta Orlando,TEC_15_3 - Instruir processo de autuação PADO Não Outorgada,Revisão,"0,5",08/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,Elisabetta Orlando,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,08/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,Elisabetta Orlando,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,08/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,Elisabetta Orlando,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,08/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,Greco Stefano,TEC_15_3 - Instruir processo de autuação PADO Não Outorgada,Análise,6,04/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,Greco Stefano,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,04/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,Greco Stefano,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",04/02/2021
GR01FI3,53504.131605/2019-90,Fiscalização: Outorga,Greco Stefano,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",04/02/2021
GR01FI3,53504.131615/2019-28,Fiscalização: Clandestinidade,Elisabetta Orlando,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,16/03/2021
GR01FI3,53504.131615/2019-28,Fiscalização: Clandestinidade,Elisabetta Orlando,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,16/03/2021
GR01FI3,53504.131615/2019-28,Fiscalização: Clandestinidade,De Angelis Barbara,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",16/03/2021
GR01FI3,53504.131615/2019-28,Fiscalização: Clandestinidade,De Angelis Barbara,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",16/03/2021
GR01FI3,53504.131619/2019-21,Fiscalização: Uso do Espectro,Enzo Damico,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",23/12/2020
GR01FI3,53504.131619/2019-21,Fiscalização: Uso do Espectro,Enzo Damico,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",23/12/2020
GR01FI3,53504.131619/2019-21,Fiscalização: Uso do Espectro,Elisabetta Orlando,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,23/12/2020
GR01FI3,53504.131619/2019-21,Fiscalização: Uso do Espectro,Enzo Damico,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",23/12/2020
GR01FI3,53504.131619/2019-21,Fiscalização: Uso do Espectro,Elisabetta Orlando,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,23/12/2020
GR01FI3,53504.131619/2019-21,Fiscalização: Uso do Espectro,Elisabetta Orlando,TEC_25_1 - Encaminhar e instruir PFIS,Revisão,0,23/12/2020
GR01FI3,53504.131625/2019-07,Fiscalização: Outorga,Marco Rossi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,12/01/2021
GR01FI3,53504.131625/2019-07,Fiscalização: Outorga,Marco Rossi,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,12/01/2021
GR01FI3,53504.131625/2019-07,Fiscalização: Outorga,Marco Rossi,TEC_25_1 - Encaminhar e instruir PFIS,Revisão,0,12/01/2021
GR01FI3,53504.131625/2019-07,Fiscalização: Outorga,Enzo Damico,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",12/01/2021
GR01FI3,53504.131625/2019-07,Fiscalização: Outorga,Enzo Damico,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",12/01/2021
GR01FI3,53504.131625/2019-07,Fiscalização: Outorga,Enzo Damico,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",12/01/2021
GR01FI3,53504.131631/2019-11,Fiscalização: Outorga,JACOB CARTER,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",02/12/2020
GR01FI3,53504.131631/2019-11,Fiscalização: Outorga,De Angelis Barbara,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",28/12/2020
GR01FI3,53504.131631/2019-11,Fiscalização: Outorga,De Angelis Barbara,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",28/12/2020
GR01FI3,53504.131631/2019-11,Fiscalização: Outorga,Elisabetta Orlando,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,29/12/2020
GR01FI3,53504.131631/2019-11,Fiscalização: Outorga,Elisabetta Orlando,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,29/12/2020
GR01FI2,53504.131636/2019-07,Fiscalização: Clandestinidade,Lombardo Paola,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",09/12/2020
GR01FI2,53504.131636/2019-07,Fiscalização: Clandestinidade,Lombardo Paola,TEC_15_1 - Instruir processo de autuação PAI,Análise,"3,5",28/12/2020
GR01FI2,53504.131636/2019-07,Fiscalização: Clandestinidade,Lombardo Paola,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",28/12/2020
GR01FI2,53504.131636/2019-07,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_15_1 - Instruir processo de autuação PAI,Revisão,"0,5",30/12/2020
GR01FI2,53504.131636/2019-07,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,30/12/2020
GR01FI3,53504.131641/2019-62,PAI: Aspectos Não-Técnicos/Conteúdo,Marco Rossi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,12/01/2021
GR01FI3,53504.131641/2019-62,PAI: Aspectos Não-Técnicos/Conteúdo,Marco Rossi,TEC_15_1 - Instruir processo de autuação PAI,Revisão,"0,5",12/01/2021
GR01FI3,53504.131641/2019-62,PAI: Aspectos Não-Técnicos/Conteúdo,Marco Rossi,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,12/01/2021
GR01FI3,53504.131641/2019-62,PAI: Aspectos Não-Técnicos/Conteúdo,Marco Rossi,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,12/01/2021
GR01FI3,53504.131641/2019-62,PAI: Aspectos Não-Técnicos/Conteúdo,Enzo Damico,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",12/01/2021
GR01FI3,53504.131641/2019-62,PAI: Aspectos Não-Técnicos/Conteúdo,Enzo Damico,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,12/01/2021
GR01FI3,53504.131641/2019-62,PAI: Aspectos Não-Técnicos/Conteúdo,Enzo Damico,TEC_15_1 - Instruir processo de autuação PAI,Análise,"3,5",12/01/2021
GR01FI3,53504.131641/2019-62,PAI: Aspectos Não-Técnicos/Conteúdo,Enzo Damico,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",12/01/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,JACOB CARTER,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",05/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,JACOB CARTER,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",05/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,Elisabetta Orlando,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,19/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,Elisabetta Orlando,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Revisão,1,19/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,Elisabetta Orlando,TEC_15_1 - Instruir processo de autuação PAI,Revisão,"0,5",19/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,Elisabetta Orlando,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,19/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,JACOB CARTER,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",18/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,JACOB CARTER,TEC_15_2 - Instruir processo de autuação PADO Outorgada,Análise,"4,5",18/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,JACOB CARTER,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,18/02/2021
GR01FI3,53504.131649/2019-04,Fiscalização: Reclamação de Radiointerferência,JACOB CARTER,TEC_15_1 - Instruir processo de autuação PAI,Análise,"3,5",18/02/2021
GR01FI3,53504.131659/2019-87,Fiscalização: Outorga,Enzo Damico,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",04/12/2020
GR01FI4,53504.131660/2019-31,Fiscalização: Clandestinidade,Esposito Antonio,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,04/12/2020
GR01FI4,53504.131660/2019-31,Fiscalização: Clandestinidade,Rizzi Domenico,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",30/11/2020
GR01FI4,53504.131660/2019-31,Fiscalização: Clandestinidade,Rizzi Domenico,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",30/11/2020
GR01FI2,53504.131663/2019-22,Fiscalização: Clandestinidade,Lombardo Paola,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",18/11/2020
GR01FI2,53504.131663/2019-22,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_15_1 - Instruir processo de autuação PAI,Revisão,"0,5",25/11/2020
GR01FI2,53504.131663/2019-22,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,25/11/2020
GR01FI2,53504.131663/2019-22,Fiscalização: Clandestinidade,Lombardo Paola,TEC_15_1 - Instruir processo de autuação PAI,Análise,"3,5",25/11/2020
GR01FI2,53504.131663/2019-22,Fiscalização: Clandestinidade,Lombardo Paola,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",25/11/2020
GR01FI2,53504.131668/2019-13,Fiscalização: Clandestinidade,Lombardo Paola,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",09/12/2020
GR01FI2,53504.131668/2019-13,Fiscalização: Clandestinidade,Esposito Antonio,TEC_15_1 - Instruir processo de autuação PAI,Revisão,"0,5",18/12/2020
GR01FI2,53504.131668/2019-13,Fiscalização: Clandestinidade,Esposito Antonio,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,18/12/2020
GR01FI2,53504.131668/2019-13,Fiscalização: Clandestinidade,Lombardo Paola,TEC_15_1 - Instruir processo de autuação PAI,Análise,"3,5",18/12/2020
GR01FI2,53504.131668/2019-13,Fiscalização: Clandestinidade,Lombardo Paola,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",18/12/2020
GR01FI3,53504.131673/2019-93,Fiscalização: Outorga,Greco Stefano,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",21/12/2020
GR01FI3,53504.131673/2019-93,Fiscalização: Outorga,Greco Stefano,TEC_08_1 - Monitorar/gravar remotamente espectro/conteudo,Análise,3,21/12/2020
GR01FI3,53504.131673/2019-93,Fiscalização: Outorga,Greco Stefano,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",21/12/2020
GR01FI3,53504.131673/2019-93,Fiscalização: Outorga,Greco Stefano,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",21/12/2020
GR01FI3,53504.131673/2019-93,Fiscalização: Outorga,Elisabetta Orlando,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,23/12/2020
GR01FI3,53504.131673/2019-93,Fiscalização: Outorga,Elisabetta Orlando,TEC_04_1 - Preparar ações específicas ou centralizada,Revisão,0,23/12/2020
GR01FI3,53504.131673/2019-93,Fiscalização: Outorga,Elisabetta Orlando,TEC_08_1 - Monitorar/gravar remotamente espectro/conteudo,Revisão,0,23/12/2020
GR01FI3,53504.131673/2019-93,Fiscalização: Outorga,Elisabetta Orlando,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,23/12/2020
GR01FI3,53504.131681/2019-27,Fiscalização: Outorga,Elisabetta Orlando,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,15/01/2021
GR01FI3,53504.131681/2019-27,Fiscalização: Outorga,Elisabetta Orlando,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,15/01/2021
GR01FI3,53504.131681/2019-27,Fiscalização: Outorga,Elisabetta Orlando,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,15/01/2021
GR01FI3,53504.131681/2019-27,Fiscalização: Outorga,Greco Stefano,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,13/01/2021
GR01FI3,53504.131681/2019-27,Fiscalização: Outorga,Greco Stefano,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",13/01/2021
GR01FI3,53504.131681/2019-27,Fiscalização: Outorga,Greco Stefano,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",13/01/2021
GR01FI3,53504.131687/2019-71,Fiscalização: Outorga,Elisabetta Orlando,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,15/01/2021
GR01FI3,53504.131687/2019-71,Fiscalização: Outorga,Elisabetta Orlando,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,15/01/2021
GR01FI3,53504.131687/2019-71,Fiscalização: Outorga,Elisabetta Orlando,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,15/01/2021
GR01FI3,53504.131687/2019-71,Fiscalização: Outorga,Elisabetta Orlando,TEC_25_1 - Encaminhar e instruir PFIS,Revisão,0,15/01/2021
GR01FI3,53504.131687/2019-71,Fiscalização: Outorga,Greco Stefano,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,13/01/2021
GR01FI3,53504.131687/2019-71,Fiscalização: Outorga,Greco Stefano,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",13/01/2021
GR01FI3,53504.131687/2019-71,Fiscalização: Outorga,Greco Stefano,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",13/01/2021
